Rk,Season,Team,Lg,BtRuns,GP,W,L,WL%,Bat#,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,LOB,R/Gm,XBH,TOB,TOBwe,Outs,RC,BAbip,RP,BtRuns.1,BtWins,ISO,AB/SO,SB%,SBatt,Hitting AIR,franchise,Rk_pit,Team_pit,Lg_pit,W_pit,GP_pit,W.1,L_pit,WL%_pit,ERA,G,CG,SHO,SV,IP,H_pit,R_pit,ER,HR_pit,BB_pit,IBB_pit,SO_pit,HBP_pit,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/BB,PtchR,PtchW,WPA,WPA/LI,Clutch,RE24,REW,aLI,elo_start,elo_end,elo_delta,BtRuns/G,PtchR/G,RC/G,RA/G,RunDiff/G,BB%,SO%,HR%,XBH%,SV/G,WPA/G,Clutch/G,RE24/G,wl
441,2010,NYM,NL,-76,162,79,83,0.488,47,6144,5465,656,1361,927,266,40,128,625,130,44,502,1095,0.249,0.314,0.383,0.697,90,2091,101,46,74,57,53,1124,4.0,434,1909,1967,4380,692,0.287,1153,-76,-7.7,0.134,5.0,74.7,174,100,NYM,280,NYM,NL,79,162,79,83,0.488,3.7,162,8,4,36,1453.0,1438,652,597,135,545,55,1106,52,5,48,6245,106,4.0,1.365,8.9,0.8,3.4,6.9,2.03,35,4.1,6.7,3.0,115.0,43.28,4.8,0.06,1479.170245332223,1485.8035780526022,6.633332720379258,-0.4691358024691358,0.21604938271604937,4.271604938271605,4.0246913580246915,-0.024691358024691468,0.08170572916666667,0.17822265625,0.020833333333333332,0.07063802083333333,0.2222222222222222,0.04135802469135803,0.7098765432098766,0.2671604938271605,0.488
442,2015,MIL,NL,-77,162,68,94,0.42,49,6024,5480,655,1378,925,274,34,145,624,84,29,412,1299,0.251,0.307,0.393,0.7,91,2155,130,41,55,34,35,1026,4.0,453,1831,1878,4350,679,0.303,1134,-77,-8.0,0.142,4.2,74.3,113,99,MIL,413,MIL,NL,68,162,68,94,0.42,4.28,162,1,0,40,1435.0,1432,737,682,176,517,36,1260,55,5,71,6148,93,4.17,1.358,9.0,1.1,3.2,7.9,2.44,-46,-4.2,-6.2,-7.9,-123.9,-70.27,-6.5,0.05,1493.9769298453364,1469.386408335882,-24.590521509454447,-0.47530864197530864,-0.2839506172839506,4.191358024691358,4.549382716049383,-0.5493827160493829,0.06839309428950863,0.2156374501992032,0.024070385126162018,0.075199203187251,0.24691358024691357,-0.03827160493827161,-0.7648148148148148,-0.4337654320987654,0.42
443,2019,SDP,NL,-78,162,70,92,0.432,54,6019,5391,682,1281,814,224,24,219,652,70,37,504,1581,0.238,0.308,0.41,0.718,90,2210,120,55,37,31,19,1008,4.2,467,1840,1888,4335,697,0.293,1115,-78,-7.6,0.172,3.4,65.4,107,105,SDP,385,SDP,NL,70,162,70,92,0.432,4.6,162,0,0,47,1432.1,1394,789,732,215,463,19,1475,68,6,60,6160,92,4.22,1.296,8.8,1.4,2.9,9.3,3.19,-67,-6.1,-0.7,-3.6,-12.6,-51.53,-4.7,0.04,1466.7001051974903,1445.1756517678,-21.52445342969031,-0.48148148148148145,-0.41358024691358025,4.302469135802469,4.87037037037037,-0.6703703703703701,0.08373483967436451,0.2626682173118458,0.036384781525170294,0.07758763914271474,0.29012345679012347,-0.004320987654320987,-0.07777777777777778,-0.31808641975308644,0.432
444,2016,ATL,NL,-78,161,68,93,0.422,60,6192,5514,649,1404,960,295,27,122,615,75,34,502,1240,0.255,0.321,0.384,0.705,89,2119,145,59,64,52,60,1160,4.0,444,1965,2028,4405,706,0.305,1142,-78,-7.9,0.13,4.4,68.8,109,103,ATL,408,ATL,NL,68,161,68,93,0.422,4.51,161,1,1,39,1447.2,1414,779,725,177,547,55,1227,70,4,83,6250,92,4.32,1.355,8.8,1.1,3.4,7.6,2.24,-53,-4.6,-2.9,-2.8,-60.7,-71.39,-6.5,0.05,1460.1524289667905,1453.8600383777043,-6.292390589086153,-0.484472049689441,-0.32919254658385094,4.385093167701863,4.838509316770186,-0.8385093167701863,0.08107235142118863,0.20025839793281655,0.01970284237726098,0.07170542635658915,0.2422360248447205,-0.018012422360248446,-0.3770186335403727,-0.443416149068323,0.422
445,2016,CIN,NL,-78,162,68,94,0.42,52,6094,5487,716,1403,929,277,33,164,678,139,51,452,1284,0.256,0.316,0.408,0.724,91,2238,129,52,58,44,37,1014,4.4,474,1907,1962,4366,733,0.303,1230,-78,-7.9,0.152,4.3,73.2,190,106,CIN,409,CIN,NL,68,162,68,94,0.42,4.91,162,2,1,28,1442.0,1457,854,786,258,636,31,1241,78,12,61,6348,87,5.24,1.451,9.1,1.6,4.0,7.7,1.95,-99,-8.7,-12.0,-17.1,-237.8,-138.08,-12.4,0.05,1470.5347812958248,1458.601901620092,-11.932879675732693,-0.48148148148148145,-0.6111111111111112,4.5246913580246915,5.271604938271605,-0.8716049382716049,0.07417131604857237,0.2106990482441746,0.026911716442402363,0.07778142435182146,0.1728395061728395,-0.07407407407407407,-1.4679012345679012,-0.8523456790123457,0.42
446,2023,OAK,AL,-80,162,50,112,0.309,23,5966,5311,585,1187,770,225,21,171,563,149,31,498,1496,0.223,0.298,0.37,0.669,88,1967,125,85,28,36,12,1043,3.6,417,1770,1787,4344,611,0.276,977,-80,-7.9,0.147,3.6,82.8,180,93,ATH,500,OAK,AL,50,162,50,112,0.309,5.48,162,0,0,29,1420.0,1464,924,865,213,694,33,1300,100,4,76,6384,77,5.05,1.52,9.3,1.4,4.4,8.2,1.87,-194,-18.1,-15.4,-18.6,,-203.69,-19.0,0.0,1467.7640250056672,1402.2516312142943,-65.51239379137292,-0.49382716049382713,-1.1975308641975309,3.771604938271605,5.703703703703703,-2.103703703703703,0.08347301374455246,0.25075427422058333,0.028662420382165606,0.06989607777405296,0.17901234567901234,-0.09506172839506173,,-1.2573456790123456,0.309
447,2012,SEA,AL,-80,162,75,87,0.463,34,6057,5494,619,1285,868,241,27,149,584,104,35,466,1259,0.234,0.296,0.369,0.665,88,2027,95,30,32,35,21,1052,3.8,417,1781,1843,4406,617,0.276,1054,-80,-8.0,0.135,4.4,74.8,139,92,SEA,330,SEA,AL,75,162,75,87,0.463,3.76,162,8,6,43,1456.2,1359,651,608,166,449,39,1166,49,5,61,6062,102,4.0,1.241,8.4,1.0,2.8,7.2,2.6,14,1.8,4.9,3.7,1211.5,35.33,4.1,0.0,1466.6265469914326,1477.7312421398676,11.104695148434985,-0.49382716049382713,0.08641975308641975,3.808641975308642,4.018518518518518,-0.21851851851851833,0.07693577678718838,0.20785867591216775,0.024599636783886412,0.06884596334819218,0.2654320987654321,0.030246913580246917,7.478395061728395,0.2180864197530864,0.463
448,2009,HOU,NL,-80,162,74,88,0.457,42,6040,5436,643,1415,971,270,32,142,616,113,44,448,990,0.26,0.319,0.4,0.719,91,2175,153,43,66,45,37,1080,4.0,444,1906,1954,4329,711,0.293,1117,-80,-7.9,0.14,5.5,72.0,157,105,HOU,349,HOU,NL,74,162,74,88,0.457,4.54,162,5,1,39,1430.0,1521,770,722,176,546,56,1144,50,4,43,6237,91,4.35,1.445,9.6,1.1,3.4,7.2,2.1,-62,-5.4,-4.8,-8.2,-87.1,-63.72,-5.7,0.05,1500.0,1463.2736431532965,-36.72635684670354,-0.49382716049382713,-0.38271604938271603,4.388888888888889,4.753086419753086,-0.7530864197530862,0.07417218543046358,0.16390728476821192,0.023509933774834436,0.07350993377483443,0.24074074074074073,-0.029629629629629627,-0.5376543209876543,-0.3933333333333333,0.457
449,2018,KCR,AL,-81,162,58,104,0.358,41,6063,5505,638,1350,883,283,29,155,606,117,38,427,1310,0.245,0.305,0.392,0.697,90,2156,123,67,24,40,13,1063,3.9,467,1844,1896,4380,672,0.293,1089,-81,-8.2,0.146,4.2,75.5,155,99,KCR,478,KCR,AL,58,162,58,104,0.358,4.94,162,2,0,33,1432.0,1542,833,786,205,549,28,1157,51,4,68,6284,88,4.66,1.46,9.7,1.3,3.5,7.3,2.11,-88,-8.2,-8.8,-7.5,-2911.5,-107.74,-10.0,0.0,1489.4637922146849,1441.30246321987,-48.16132899481477,-0.5,-0.5432098765432098,4.148148148148148,5.1419753086419755,-1.2419753086419756,0.07042718126340096,0.2160646544614877,0.025564901863763815,0.07702457529275936,0.2037037037037037,-0.054320987654320994,-17.97222222222222,-0.6650617283950617,0.358
450,2024,LAA,AL,-82,162,63,99,0.389,31,5975,5357,635,1227,820,227,15,165,596,133,50,482,1416,0.229,0.301,0.369,0.671,89,1979,116,86,12,35,4,1015,3.9,407,1795,1831,4343,614,0.279,1066,-82,-8.5,0.14,3.8,72.7,183,93,LAA,448,LAA,AL,63,162,63,99,0.389,4.56,162,0,0,35,1430.2,1328,797,725,202,601,34,1252,81,11,61,6146,93,4.68,1.348,8.4,1.3,3.8,7.9,2.08,-53,-4.8,-5.4,-6.3,,-82.68,-7.3,0.0,1474.9466837794698,1429.984655243228,-44.96202853624186,-0.5061728395061729,-0.3271604938271605,3.7901234567901234,4.919753086419753,-1.0197530864197533,0.0806694560669456,0.23698744769874477,0.027615062761506277,0.06811715481171549,0.21604938271604937,-0.03333333333333333,,-0.5103703703703704,0.389
451,2011,HOU,NL,-82,162,56,106,0.346,47,6150,5598,615,1442,1010,309,28,95,579,118,33,401,1164,0.258,0.311,0.374,0.684,89,2092,111,46,66,37,34,1154,3.8,432,1889,1950,4403,677,0.308,1099,-82,-8.4,0.116,4.8,78.1,151,97,HOU,490,HOU,NL,56,162,56,106,0.346,4.51,162,2,0,25,1435.0,1477,796,719,188,560,59,1191,53,9,39,6268,84,4.35,1.42,9.3,1.2,3.5,7.5,2.13,-118,-11.5,-16.6,-12.8,-318.2,-150.38,-15.0,0.05,1482.211730654108,1425.348099465042,-56.86363118906616,-0.5061728395061729,-0.7283950617283951,4.179012345679013,4.91358024691358,-1.11358024691358,0.06520325203252032,0.18926829268292683,0.015447154471544716,0.0702439024390244,0.15432098765432098,-0.10246913580246915,-1.9641975308641975,-0.9282716049382715,0.346
452,2011,OAK,AL,-82,162,74,88,0.457,36,6104,5452,645,1330,907,280,29,114,612,117,43,509,1094,0.244,0.311,0.369,0.68,88,2010,119,50,34,57,20,1106,4.0,423,1889,1949,4375,648,0.283,1143,-82,-8.2,0.125,5.0,73.1,160,97,ATH,348,OAK,AL,74,162,74,88,0.457,3.71,162,6,1,39,1447.2,1380,679,597,136,519,24,1160,41,3,53,6159,109,3.8,1.312,8.6,0.8,3.2,7.2,2.24,39,4.2,4.6,2.8,1538.6,29.68,3.4,0.0,1507.1729163327898,1491.688271363976,-15.484644968813654,-0.5061728395061729,0.24074074074074073,4.0,4.191358024691358,-0.19135802469135843,0.08338794233289647,0.1792267365661861,0.018676277850589777,0.06929882044560944,0.24074074074074073,0.02839506172839506,9.49753086419753,0.1832098765432099,0.457
453,2026,TOR,AL,-83,115,54,61,0.47,22,4253,3853,449,929,634,178,7,110,430,51,12,308,831,0.241,0.302,0.377,0.679,85,1451,80,43,14,32,10,757,3.9,295,1280,1300,3062,449,0.278,769,-83,-8.5,0.135,4.6,81.0,63,99,TOR,495,TOR,AL,54,115,54,61,0.47,4.06,115,1,1,36,1017.2,931,509,459,120,410,21,1013,29,6,32,4336,112,3.93,1.318,8.2,1.1,3.6,9.0,2.47,46,5.2,3.3,4.8,,20.61,2.3,0.0,1519.9408853389184,1492.0804207549488,-27.860464583969588,-0.7217391304347827,0.4,3.9043478260869566,4.426086956521739,-0.526086956521739,0.07241946861039267,0.19539148836115683,0.025864095932283095,0.06936280272748648,0.3130434782608696,0.028695652173913042,,0.17921739130434783,0.47
454,2017,TEX,AL,-83,162,78,84,0.481,38,6122,5430,799,1326,813,255,21,237,756,113,44,544,1493,0.244,0.32,0.43,0.75,91,2334,110,81,27,39,18,1015,4.9,513,1951,2005,4324,767,0.291,1318,-83,-8.1,0.186,3.6,72.0,157,113,TEX,291,TEX,AL,78,162,78,84,0.481,4.66,162,2,1,29,1434.1,1443,816,742,214,559,22,1107,74,7,63,6211,104,4.88,1.396,9.1,1.3,3.5,6.9,1.98,18,2.2,-1.4,-3.5,-357.8,-30.79,-2.2,0.0,1509.8025442504684,1495.080093398994,-14.722450851474376,-0.5123456790123457,0.1111111111111111,4.734567901234568,5.037037037037037,-0.13703703703703685,0.08885984972231296,0.24387455080039203,0.03871283894152238,0.08379614505063705,0.17901234567901234,-0.008641975308641974,-2.208641975308642,-0.19006172839506172,0.481
455,2013,COL,NL,-84,162,74,88,0.457,42,6152,5599,706,1511,1033,283,36,159,673,112,32,427,1204,0.27,0.323,0.418,0.741,91,2343,111,26,65,35,26,1118,4.4,478,1964,2010,4331,785,0.317,1220,-84,-8.9,0.149,4.7,77.8,144,111,COL,343,COL,NL,74,162,74,88,0.457,4.44,162,1,0,35,1436.0,1545,760,708,136,517,52,1064,40,15,62,6248,101,3.96,1.436,9.7,0.9,3.2,6.7,2.06,7,1.4,-5.5,-5.5,-106.6,-69.66,-6.0,0.05,1468.2490018712454,1464.297179068794,-3.951822802451261,-0.5185185185185185,0.043209876543209874,4.845679012345679,4.691358024691358,-0.2913580246913581,0.06940832249674903,0.19570871261378414,0.025845253576072823,0.07769830949284785,0.21604938271604937,-0.033950617283950615,-0.6580246913580247,-0.43,0.457
456,2010,CHC,NL,-84,162,75,87,0.463,44,6140,5512,685,1414,940,298,27,149,658,55,31,479,1236,0.257,0.32,0.401,0.721,90,2213,124,50,60,38,32,1129,4.2,474,1943,2006,4351,725,0.304,1194,-84,-8.4,0.145,4.5,64.0,86,106,CHC,331,CHC,NL,75,162,75,87,0.463,4.18,162,1,0,40,1436.2,1409,767,668,154,605,42,1268,65,6,46,6298,102,4.11,1.402,8.8,1.0,3.8,7.9,2.1,-10,-0.8,3.5,-1.9,66.1,-54.15,-4.9,0.06,1502.0339407894971,1482.6421232869352,-19.39181750256193,-0.5185185185185185,-0.06172839506172839,4.4753086419753085,4.734567901234568,-0.5345679012345679,0.07801302931596091,0.2013029315960912,0.024267100977198697,0.0771986970684039,0.24691358024691357,0.021604938271604937,0.40802469135802466,-0.33425925925925926,0.463
457,2025,CHW,AL,-85,162,60,102,0.37,36,5987,5377,647,1250,832,243,10,165,626,85,21,498,1364,0.232,0.302,0.373,0.675,88,2008,108,49,22,36,8,1055,4.0,418,1797,1834,4314,629,0.279,1108,-85,-8.6,0.141,3.9,80.2,106,95,CHW,467,CHW,AL,60,162,60,102,0.37,4.26,162,0,0,25,1416.0,1336,742,671,189,595,29,1286,72,10,48,6124,98,4.47,1.364,8.5,1.2,3.8,8.2,2.16,-22,-1.8,-7.4,-5.1,,-37.61,-3.0,0.0,1429.2891418552476,1436.4627690093562,7.173627154108544,-0.5246913580246914,-0.13580246913580246,3.882716049382716,4.580246913580247,-0.5802469135802468,0.08318022381827292,0.2278269584098881,0.027559712710873558,0.06981793886754635,0.15432098765432098,-0.04567901234567901,,-0.2321604938271605,0.37
458,2023,KCR,AL,-85,162,56,106,0.346,34,5985,5428,676,1325,861,258,43,163,651,163,47,411,1396,0.244,0.303,0.398,0.7,90,2158,96,71,14,58,12,1009,4.2,464,1807,1850,4318,674,0.296,1164,-85,-8.5,0.153,3.9,77.6,210,100,KCR,489,KCR,AL,56,162,56,106,0.346,5.17,162,3,0,28,1409.0,1429,859,809,207,553,8,1270,73,6,67,6139,87,4.7,1.407,9.1,1.3,3.5,8.1,2.3,-94,-8.9,-13.7,-6.7,,-119.78,-11.3,0.0,1467.178879925757,1425.10627671288,-42.07260321287686,-0.5246913580246914,-0.5802469135802469,4.160493827160494,5.302469135802469,-1.102469135802469,0.06867167919799498,0.23324979114452798,0.027234753550543025,0.07752715121136174,0.1728395061728395,-0.0845679012345679,,-0.7393827160493828,0.346
459,2021,KCR,AL,-85,162,74,88,0.457,36,5993,5427,686,1349,906,251,29,163,647,124,33,421,1258,0.249,0.306,0.396,0.702,90,2147,100,55,31,52,8,1050,4.2,443,1825,1864,4294,675,0.292,1170,-85,-8.5,0.147,4.3,79.0,157,101,KCR,339,KCR,AL,74,162,74,88,0.457,4.64,162,1,0,37,1417.1,1375,788,731,189,591,16,1344,62,9,86,6127,99,4.39,1.387,8.7,1.2,3.8,8.5,2.27,-8,-0.2,-3.2,-1.3,-810.5,-34.8,-2.9,0.0,1472.09728032652,1460.4443863209397,-11.652894005580492,-0.5246913580246914,-0.04938271604938271,4.166666666666667,4.864197530864198,-0.6641975308641976,0.07024862339395962,0.2099115634907392,0.02719839813115301,0.07391957283497413,0.22839506172839505,-0.019753086419753086,-5.003086419753086,-0.2148148148148148,0.457
460,2019,BAL,AL,-85,162,54,108,0.333,45,6189,5596,729,1379,889,252,25,213,698,84,30,462,1435,0.246,0.31,0.415,0.725,90,2320,111,71,22,37,8,1063,4.5,490,1912,1969,4417,737,0.293,1214,-85,-8.2,0.168,3.9,73.7,114,107,BAL,496,BAL,AL,54,162,54,108,0.333,5.6,162,0,0,27,1442.2,1544,981,897,305,561,11,1248,80,6,75,6396,85,5.57,1.459,9.6,1.9,3.5,7.8,2.22,-144,-12.7,-15.6,-18.4,-1179.4,-184.95,-15.9,0.01,1447.8110241696493,1415.9176377900842,-31.893386379565072,-0.5246913580246914,-0.8888888888888888,4.549382716049383,6.055555555555555,-1.5555555555555554,0.07464857004362578,0.2318629827112619,0.034415899175957346,0.07917272580384553,0.16666666666666666,-0.0962962962962963,-7.280246913580248,-1.1416666666666666,0.333
461,2011,WSN,NL,-85,161,80,81,0.497,44,6090,5441,624,1319,886,257,22,154,594,106,38,470,1323,0.242,0.309,0.383,0.691,89,2082,103,65,82,32,40,1114,3.9,433,1854,1913,4377,673,0.292,1064,-85,-8.7,0.14,4.1,73.6,144,98,WSN,265,WSN,NL,80,161,80,81,0.497,3.58,161,3,2,49,1449.1,1403,643,577,129,477,43,1049,52,6,49,6141,107,3.83,1.297,8.7,0.8,3.0,6.5,2.2,36,4.1,4.8,2.3,81.8,19.0,2.2,0.06,1472.330786626887,1488.548618734928,16.217832108041193,-0.5279503105590062,0.2236024844720497,4.180124223602484,3.9937888198757765,-0.09378881987577659,0.07717569786535304,0.21724137931034482,0.02528735632183908,0.07110016420361248,0.30434782608695654,0.02981366459627329,0.5080745341614906,0.11801242236024845,0.497
462,2023,MIA,NL,-86,162,84,78,0.519,23,6043,5497,666,1423,976,258,23,166,633,86,21,430,1287,0.259,0.316,0.405,0.721,90,2225,159,50,22,38,23,1097,4.1,447,1903,1945,4314,703,0.308,1133,-86,-8.5,0.146,4.3,80.4,107,106,MIA,206,MIA,NL,84,162,84,78,0.519,4.21,162,3,1,43,1435.1,1340,723,672,191,514,20,1490,71,9,38,6091,112,4.13,1.292,8.4,1.2,3.2,9.3,2.9,78,8.1,10.4,5.0,,66.65,7.0,0.0,1475.3604144514698,1489.0394799367664,13.679065485296633,-0.5308641975308642,0.48148148148148145,4.339506172839506,4.462962962962963,-0.36296296296296315,0.07115671024325666,0.21297368856528215,0.02746979976832699,0.07396988250868773,0.2654320987654321,0.06419753086419754,,0.4114197530864198,0.519
463,2016,KCR,AL,-87,162,81,81,0.5,36,6052,5552,675,1450,1006,264,33,147,640,121,35,382,1224,0.261,0.312,0.4,0.712,90,2221,134,45,38,34,23,1049,4.2,444,1877,1932,4343,683,0.309,1168,-87,-8.6,0.139,4.5,77.6,156,104,KCR,245,KCR,AL,81,162,81,81,0.5,4.21,162,3,0,41,1440.0,1433,712,674,206,517,8,1287,60,7,55,6182,102,4.42,1.354,9.0,1.3,3.2,8.0,2.49,22,2.6,4.8,-2.1,1594.4,25.65,3.2,0.0,1520.2682743628973,1502.5383472726487,-17.729927090248566,-0.5370370370370371,0.13580246913580246,4.216049382716049,4.395061728395062,-0.19506172839506153,0.06311962987442168,0.20224719101123595,0.02428949107732981,0.07336417713152676,0.25308641975308643,0.029629629629629627,9.841975308641976,0.15833333333333333,0.5
464,2014,CHC,NL,-87,162,73,89,0.451,48,6102,5508,614,1315,857,270,31,157,590,65,40,442,1477,0.239,0.3,0.385,0.684,89,2118,94,54,57,41,29,1069,3.8,458,1811,1853,4425,661,0.296,1047,-87,-9.3,0.146,3.7,61.9,105,96,CHC,356,CHC,NL,73,162,73,89,0.451,3.91,162,1,1,37,1463.1,1398,707,636,115,504,37,1311,55,3,64,6208,97,3.51,1.3,8.6,0.7,3.1,8.1,2.6,-24,-1.5,-0.6,0.1,-5.2,-55.14,-4.8,0.13,1468.4627963807752,1466.072663196092,-2.3901331846832363,-0.5370370370370371,-0.14814814814814814,4.080246913580247,4.364197530864198,-0.564197530864198,0.07243526712553261,0.2420517862995739,0.02572926909210095,0.07505735824319895,0.22839506172839505,-0.0037037037037037034,-0.03209876543209877,-0.3403703703703704,0.451
465,2013,CHC,NL,-87,162,66,96,0.407,56,6079,5498,602,1307,820,297,18,172,576,63,32,439,1230,0.238,0.3,0.392,0.693,89,2156,120,67,43,30,28,1092,3.7,487,1813,1880,4416,657,0.275,1006,-87,-9.1,0.154,4.5,66.3,95,98,CHC,431,CHC,NL,66,162,66,96,0.407,4.0,162,3,1,39,1448.0,1332,689,643,160,540,43,1184,62,4,59,6149,97,4.1,1.293,8.3,1.0,3.4,7.4,2.19,-15,-1.3,-7.6,-3.3,-146.0,-40.77,-3.7,0.05,1462.1022476190583,1447.4379939679586,-14.66425365109967,-0.5370370370370371,-0.09259259259259259,4.055555555555555,4.253086419753086,-0.553086419753086,0.07221582497121237,0.2023359105115973,0.028294127323572955,0.08011186050337227,0.24074074074074073,-0.046913580246913576,-0.9012345679012346,-0.2516666666666667,0.407
466,2023,DET,AL,-88,162,78,84,0.481,25,6080,5478,661,1292,853,245,29,165,635,85,23,508,1473,0.236,0.305,0.382,0.686,89,2090,107,49,13,31,10,1103,4.1,439,1849,1884,4360,658,0.291,1131,-88,-8.8,0.146,3.7,78.7,108,98,DET,285,DET,AL,78,162,78,84,0.481,4.24,162,0,0,41,1442.1,1320,740,680,187,476,8,1374,50,5,51,6073,103,4.13,1.245,8.2,1.2,3.0,8.6,2.89,16,2.3,7.1,5.0,,14.89,2.1,0.0,1468.7065922981762,1474.4555760692613,5.748983771085023,-0.5432098765432098,0.09876543209876543,4.061728395061729,4.567901234567901,-0.46790123456790145,0.08355263157894736,0.24226973684210526,0.027138157894736843,0.07220394736842105,0.25308641975308643,0.04382716049382716,,0.09191358024691358,0.481
467,2017,PHI,NL,-88,162,66,96,0.407,51,6133,5535,690,1382,885,287,36,174,654,59,25,494,1417,0.25,0.315,0.409,0.723,89,2263,128,47,21,36,25,1079,4.3,497,1923,1983,4363,728,0.304,1170,-88,-8.6,0.159,3.9,70.2,84,107,PHI,429,PHI,NL,66,162,66,96,0.407,4.55,162,1,0,33,1441.0,1471,782,729,221,527,39,1309,63,11,50,6235,95,4.56,1.387,9.2,1.4,3.3,8.2,2.48,-35,-2.9,-6.4,-6.9,-135.6,-48.64,-4.1,0.05,1463.1053267032366,1456.664021394088,-6.4413053091486745,-0.5432098765432098,-0.21604938271604937,4.493827160493828,4.827160493827161,-0.5271604938271608,0.08054785586173162,0.2310451654981249,0.02837110712538725,0.08103701288113485,0.2037037037037037,-0.03950617283950617,-0.837037037037037,-0.3002469135802469,0.407
468,2011,ATL,NL,-88,162,89,73,0.549,45,6169,5528,641,1345,912,244,16,173,606,77,44,504,1260,0.243,0.308,0.387,0.695,90,2140,113,28,75,30,45,1109,4.0,433,1877,1940,4445,677,0.284,1074,-88,-9.1,0.144,4.4,63.6,121,99,ATL,149,ATL,NL,89,162,89,73,0.549,3.48,162,3,2,52,1479.2,1332,605,572,125,521,73,1332,53,5,61,6220,110,3.49,1.252,8.1,0.8,3.2,8.1,2.56,68,7.4,11.3,6.9,207.1,72.98,8.1,0.05,1519.0366894939373,1518.7558540032524,-0.2808354906849217,-0.5432098765432098,0.41975308641975306,4.179012345679013,3.734567901234568,0.26543209876543195,0.08169881666396499,0.20424704165991248,0.02804344302155941,0.07018965796725564,0.32098765432098764,0.06975308641975309,1.278395061728395,0.45049382716049385,0.549
469,2018,BAL,AL,-89,162,47,115,0.29,45,6034,5507,622,1317,872,242,15,188,593,81,22,422,1412,0.239,0.298,0.391,0.689,89,2153,132,57,13,35,19,1027,3.8,445,1796,1841,4392,650,0.286,1027,-89,-8.9,0.152,3.9,78.6,103,98,BAL,505,BAL,AL,47,162,47,115,0.29,5.18,162,2,0,28,1431.0,1552,892,824,234,589,29,1203,67,8,81,6340,83,4.98,1.496,9.8,1.5,3.7,7.6,2.04,-142,-13.3,-14.8,-18.7,-4915.3,-172.35,-16.1,0.0,1488.4035125158696,1413.0183736160825,-75.38513889978731,-0.5493827160493827,-0.8765432098765432,4.012345679012346,5.506172839506172,-1.7061728395061726,0.06993702353331123,0.23400729201193238,0.03115677825654624,0.07374875704342061,0.1728395061728395,-0.09135802469135802,-30.34135802469136,-1.0638888888888889,0.29
470,2015,PHI,NL,-89,162,63,99,0.389,50,6053,5529,626,1374,935,272,37,130,586,88,32,387,1274,0.249,0.303,0.382,0.684,89,2110,119,54,53,29,20,1066,3.9,439,1815,1884,4388,646,0.299,1082,-89,-9.1,0.133,4.3,73.3,120,97,PHI,450,PHI,NL,63,162,63,99,0.389,4.69,162,1,1,35,1436.1,1592,809,749,191,488,37,1153,61,7,60,6332,82,4.4,1.448,10.0,1.2,3.1,7.2,2.36,-134,-12.4,-11.7,-14.7,-245.0,-154.62,-14.5,0.05,1482.6937828728223,1444.790489213082,-37.90329365974026,-0.5493827160493827,-0.8271604938271605,3.9876543209876543,4.993827160493828,-1.0938271604938277,0.06393523872459937,0.21047414505204032,0.021476953576738806,0.0725260201552949,0.21604938271604937,-0.07222222222222222,-1.5123456790123457,-0.9544444444444444,0.389
471,2013,KCR,AL,-89,162,86,76,0.531,36,6093,5549,648,1443,1043,254,34,112,620,153,32,422,1048,0.26,0.315,0.379,0.694,89,2101,131,42,37,42,38,1110,4.0,400,1907,1958,4348,679,0.3,1156,-89,-9.0,0.119,5.3,82.7,185,100,KCR,187,KCR,AL,86,162,86,76,0.531,3.45,162,5,2,52,1448.1,1366,601,555,155,469,21,1208,41,4,60,6049,120,3.83,1.267,8.5,1.0,2.9,7.5,2.58,106,11.3,9.8,7.7,2448.6,107.23,11.6,0.0,1480.2313866781128,1510.4539174481056,30.222530769992773,-0.5493827160493827,0.654320987654321,4.191358024691358,3.7098765432098766,0.2901234567901234,0.06925980633513869,0.1720006564910553,0.0183817495486624,0.06564910553093714,0.32098765432098764,0.060493827160493834,15.114814814814814,0.6619135802469136,0.531
472,2009,ARI,NL,-89,162,70,92,0.432,45,6269,5565,720,1408,883,307,45,173,686,102,40,571,1298,0.253,0.324,0.418,0.742,91,2324,93,37,54,41,47,1173,4.4,525,2016,2068,4385,789,0.299,1233,-89,-8.8,0.165,4.3,71.8,142,111,ARI,389,ARI,NL,70,162,70,92,0.432,4.42,162,4,1,36,1447.2,1470,782,711,168,525,27,1158,53,2,79,6267,101,4.2,1.378,9.1,1.0,3.3,7.2,2.21,0,0.5,-4.8,-5.0,-85.4,-45.72,-3.7,0.05,1500.0,1474.0002463311296,-25.999753668870422,-0.5493827160493827,0.0,4.87037037037037,4.827160493827161,-0.42716049382716026,0.09108310735364492,0.20705056627851331,0.02759610783219014,0.08374541394161748,0.2222222222222222,-0.029629629629629627,-0.5271604938271606,-0.2822222222222222,0.432
